Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
Order_No_11625,User_Id_3689,Bike,3,Business,26,5,12:14:47 PM,26,5,12:15:02 PM,26,5,12:22:38 PM,26,5,12:35:41 PM,26,5,12:42:15 PM,1,,,-1.2584143,36.8048002,-1.2527958,36.8003131,Rider_Id_566,394
Order_No_18466,User_Id_1280,Bike,3,Business,18,4,2:51:18 PM,18,4,2:56:28 PM,18,4,3:05:11 PM,18,4,3:09:28 PM,18,4,3:54:38 PM,5,,,-1.2551895,36.7822034,-1.2812416,36.8192411,Rider_Id_16,2710
Order_No_11732,User_Id_3718,Bike,3,Business,12,1,9:15:04 AM,12,1,9:18:24 AM,12,1,9:32:00 AM,12,1,9:47:17 AM,12,1,10:00:07 AM,5,19.2,0.3,-1.2906618,36.8131222,-1.2650027,36.8126242,Rider_Id_85,770
Order_No_6394,User_Id_3055,Bike,1,Personal,26,3,4:34:33 PM,26,3,4:35:33 PM,26,3,5:06:49 PM,26,3,5:08:37 PM,26,3,5:43:44 PM,9,19.5,,-1.2248308,36.8012573,-1.2169587,36.8420167,Rider_Id_607,2107
Order_No_3814,User_Id_1803,Bike,1,Personal,28,1,12:35:51 PM,28,1,12:36:56 PM,28,1,1:08:23 PM,28,1,1:18:19 PM,28,1,1:58:35 PM,10,22.6,,-1.3081260,36.8532641,-1.2673271,36.8064451,Rider_Id_480,2416
Order_No_1079,User_Id_265,Bike,3,Business,7,2,2:28:53 PM,7,2,2:29:06 PM,7,2,2:31:26 PM,7,2,2:53:25 PM,7,2,3:08:49 PM,7,,,-1.2673786,36.8081593,-1.3009210,36.828195,Rider_Id_291,924
Order_No_19755,User_Id_3135,Bike,3,Personal,6,3,12:29:10 PM,6,3,12:31:58 PM,6,3,1:17:20 PM,6,3,1:20:39 PM,6,3,2:03:19 PM,18,20.2,,-1.2775850,36.77145,-1.3194518,36.869396,Rider_Id_474,2560
Order_No_7227,User_Id_2069,Bike,3,Business,23,4,4:30:31 PM,23,4,4:32:02 PM,23,4,4:38:11 PM,23,4,4:56:31 PM,23,4,5:43:37 PM,16,,,-1.3035960,36.778378,-1.2289110,36.881876,Rider_Id_20,2826
Order_No_12620,User_Id_1495,Bike,1,Personal,16,2,10:42:41 AM,16,2,10:43:23 AM,16,2,10:44:18 AM,16,2,11:05:22 AM,16,2,11:15:12 AM,8,23.7,,-1.2528485,36.7953722,-1.2698168,36.7421898,Rider_Id_875,590
Order_No_23245,User_Id_439,Bike,3,Business,23,5,2:25:53 PM,23,5,2:35:17 PM,23,5,2:40:56 PM,23,5,2:57:40 PM,23,5,3:49:18 PM,23,26.5,,-1.3323107,36.8692616,-1.2633397,36.7454238,Rider_Id_810,3098
Order_No_8632,User_Id_1856,Bike,3,Business,20,4,11:09:55 AM,20,4,11:11:16 AM,20,4,11:16:57 AM,20,4,11:26:40 AM,20,4,11:39:08 AM,4,22.2,,-1.2731645,36.7900343,-1.2649605,36.7981777,Rider_Id_453,748
Order_No_991,User_Id_633,Bike,3,Business,26,2,4:00:05 PM,26,2,4:16:10 PM,26,2,4:16:18 PM,26,2,4:35:56 PM,26,2,4:41:08 PM,4,28.4,,-1.3077869,36.8443207,-1.3004062,36.829741,Rider_Id_111,312
Order_No_2697,User_Id_3647,Bike,3,Business,6,4,3:30:56 PM,6,4,3:31:54 PM,6,4,3:44:32 PM,6,4,3:47:39 PM,6,4,4:19:19 PM,8,23.5,,-1.2726390,36.794723,-1.2653185,36.8358841,Rider_Id_279,1900
Order_No_22782,User_Id_3247,Bike,3,Business,23,4,8:56:18 AM,23,4,8:56:45 AM,23,4,8:57:08 AM,23,4,9:10:26 AM,23,4,9:42:39 AM,18,,,-1.2571472,36.7950633,-1.3244885,36.897792,Rider_Id_576,1933
Order_No_24391,User_Id_1721,Bike,3,Business,30,2,9:15:49 AM,30,2,9:16:25 AM,30,2,9:25:41 AM,30,2,9:44:21 AM,30,2,9:52:03 AM,2,,,-1.2571472,36.7950633,-1.2495931,36.8065087,Rider_Id_607,462
Order_No_9257,User_Id_2195,Bike,3,Business,4,2,1:03:21 PM,4,2,1:27:35 PM,4,2,1:35:02 PM,4,2,1:50:31 PM,4,2,2:07:16 PM,12,22.6,,-1.2600926,36.8088685,-1.2289110,36.881876,Rider_Id_75,1005
Order_No_5060,User_Id_526,Bike,2,Personal,9,1,1:46:59 PM,9,1,1:48:35 PM,9,1,1:54:56 PM,9,1,2:11:09 PM,9,1,2:25:17 PM,4,21.2,,-1.2602320,36.807334,-1.2545163,36.8243717,Rider_Id_147,848
Order_No_18667,User_Id_3211,Bike,3,Personal,27,3,10:43:48 AM,27,3,10:54:20 AM,27,3,11:07:52 AM,27,3,11:22:49 AM,27,3,11:47:33 AM,12,,,-1.2783772,36.8201617,-1.2245407,36.7583778,Rider_Id_661,1484
Order_No_27114,User_Id_3711,Bike,3,Business,14,5,3:25:35 PM,14,5,3:26:19 PM,14,5,3:35:18 PM,14,5,3:40:22 PM,14,5,4:02:53 PM,8,23.5,,-1.3014461,36.7661381,-1.2615888,36.7928732,Rider_Id_550,1351
Order_No_20725,User_Id_478,Bike,3,Business,6,2,9:46:34 AM,6,2,9:47:38 AM,6,2,9:48:06 AM,6,2,9:52:41 AM,6,2,10:20:35 AM,15,20,,-1.2551895,36.7822034,-1.3216456,36.7145156,Rider_Id_651,1674
Order_No_4168,User_Id_3149,Bike,3,Business,6,3,3:23:29 PM,6,3,3:24:34 PM,6,3,3:33:00 PM,6,3,3:43:18 PM,6,3,3:56:09 PM,5,,,-1.3004062,36.829741,-1.3167113,36.8301563,Rider_Id_72,771
Order_No_17769,User_Id_3283,Bike,3,Business,30,2,10:16:03 AM,30,2,10:17:41 AM,30,2,10:33:38 AM,30,2,10:40:56 AM,30,2,11:04:33 AM,13,,,-1.2296618,36.8438272,-1.2628473,36.781805,Rider_Id_686,1417
Order_No_17840,User_Id_1148,Bike,3,Business,15,3,2:42:43 PM,15,3,2:43:09 PM,15,3,2:54:55 PM,15,3,3:01:31 PM,15,3,3:11:06 PM,3,25.7,,-1.3104867,36.8495593,-1.3118180,36.8638544,Rider_Id_715,575
Order_No_1972,User_Id_3300,Bike,3,Business,9,2,9:24:01 AM,9,2,9:24:15 AM,9,2,9:30:01 AM,9,2,9:46:03 AM,9,2,10:12:11 AM,17,20.9,,-1.2289110,36.881876,-1.3035960,36.778378,Rider_Id_484,1568
Order_No_18031,User_Id_3122,Bike,1,Personal,26,2,10:29:54 AM,26,2,10:30:05 AM,26,2,10:40:45 AM,26,2,11:06:59 AM,26,2,12:07:03 PM,15,,,-1.2750992,36.8689002,-1.2670847,36.7858231,Rider_Id_584,3604
Order_No_13000,User_Id_1849,Bike,3,Business,25,3,2:09:49 PM,25,3,2:19:44 PM,25,3,2:35:49 PM,25,3,2:37:48 PM,25,3,3:13:12 PM,7,17.6,,-1.2908940,36.822971,-1.2632534,36.7993427,Rider_Id_144,2124
Order_No_1803,User_Id_3218,Bike,3,Business,18,5,9:14:28 AM,18,5,9:15:57 AM,18,5,9:49:24 AM,18,5,9:53:26 AM,18,5,10:12:35 AM,9,17.6,,-1.2297202,36.8745508,-1.2765736,36.8513646,Rider_Id_408,1149
Order_No_6800,User_Id_1075,Bike,3,Business,23,4,10:07:02 AM,23,4,10:18:21 AM,23,4,10:37:35 AM,23,4,10:43:35 AM,23,4,11:08:45 AM,5,23.2,,-1.2527958,36.8003131,-1.2821422,36.8161565,Rider_Id_139,1510
Order_No_22820,User_Id_649,Bike,3,Business,30,3,12:46:13 PM,30,3,12:46:47 PM,30,3,12:51:31 PM,30,3,1:11:11 PM,30,3,2:10:36 PM,9,22.5,,-1.2964396,36.7760609,-1.2553615,36.7895376,Rider_Id_474,3565
Order_No_21429,User_Id_2829,Bike,3,Business,20,3,1:13:39 PM,20,3,1:15:17 PM,20,3,1:21:42 PM,20,3,1:23:26 PM,20,3,2:24:37 PM,24,20,,-1.3700383,36.9190174,-1.2579304,36.8019667,Rider_Id_676,3671
Order_No_5601,User_Id_3027,Bike,1,Personal,1,7,5:49:08 PM,1,7,5:54:00 PM,1,7,6:00:07 PM,1,7,6:10:26 PM,1,7,6:26:07 PM,9,21,,-1.3100609,36.8205365,-1.2785902,36.7931582,Rider_Id_105,941
Order_No_13015,User_Id_2200,Bike,3,Business,27,3,3:41:04 PM,27,3,3:47:21 PM,27,3,3:55:11 PM,27,3,4:13:22 PM,27,3,4:13:28 PM,1,29.7,,-1.2908940,36.822971,-1.2824911,36.8218042,Rider_Id_386,6
Order_No_18627,User_Id_53,Bike,3,Business,21,4,3:36:58 PM,21,4,3:41:59 PM,21,4,3:52:11 PM,21,4,4:17:39 PM,21,4,4:34:40 PM,5,26.5,,-1.3004062,36.829741,-1.2770708,36.8231093,Rider_Id_448,1021
Order_No_25152,User_Id_3711,Bike,3,Business,23,3,2:55:21 PM,23,3,2:56:01 PM,23,3,3:01:16 PM,23,3,3:05:23 PM,23,3,3:37:16 PM,3,27.5,,-1.3012008,36.764868,-1.2765492,36.7669809,Rider_Id_210,1913
Order_No_18173,User_Id_2750,Bike,3,Business,28,3,9:25:52 AM,28,3,9:26:17 AM,28,3,9:33:34 AM,28,3,9:35:18 AM,28,3,10:04:57 AM,13,20.6,,-1.2754420,36.7660207,-1.3164106,36.6952197,Rider_Id_470,1779
Order_No_25556,User_Id_633,Bike,3,Business,27,2,9:01:39 AM,27,2,9:09:46 AM,27,2,9:16:32 AM,27,2,9:27:21 AM,27,2,9:36:21 AM,4,18.7,2,-1.3077869,36.8443207,-1.3004062,36.829741,Rider_Id_535,540
Order_No_23467,User_Id_3184,Bike,3,Business,8,4,11:49:40 AM,8,4,11:50:14 AM,8,4,12:03:38 PM,8,4,12:04:51 PM,8,4,12:53:38 PM,17,26.5,,-1.3396256,36.8863135,-1.2662453,36.8219775,Rider_Id_712,2927
Order_No_24387,User_Id_2532,Bike,3,Business,10,5,11:57:01 AM,10,5,11:58:48 AM,10,5,12:01:15 PM,10,5,12:07:31 PM,10,5,12:41:25 PM,6,,,-1.2824911,36.8218042,-1.2571472,36.7950633,Rider_Id_709,2034
Order_No_20329,User_Id_1205,Bike,3,Business,20,4,12:17:36 PM,20,4,12:17:50 PM,20,4,12:26:30 PM,20,4,12:52:23 PM,20,4,1:37:09 PM,19,24.3,,-1.2573090,36.8060084,-1.3643030,36.74292,Rider_Id_72,2686
Order_No_1368,User_Id_1102,Bike,3,Business,7,5,3:16:51 PM,7,5,3:37:18 PM,7,5,4:07:49 PM,7,5,4:08:56 PM,7,5,4:22:32 PM,8,,,-1.3253022,36.8803995,-1.3004062,36.829741,Rider_Id_139,816
Order_No_14913,User_Id_49,Bike,3,Business,15,4,4:11:40 PM,15,4,4:14:51 PM,15,4,4:25:45 PM,15,4,4:42:33 PM,15,4,5:19:41 PM,15,25.3,,-1.3294490,36.890451,-1.2906533,36.7830688,Rider_Id_64,2228
Order_No_3843,User_Id_3334,Bike,1,Personal,9,4,3:54:32 PM,9,4,4:00:09 PM,9,4,4:24:48 PM,9,4,4:26:40 PM,9,4,4:44:54 PM,4,25.7,,-1.2699442,36.8206553,-1.2640779,36.8402848,Rider_Id_636,1094
Order_No_486,User_Id_2112,Bike,3,Business,5,1,3:17:31 PM,5,1,3:47:36 PM,5,1,4:08:01 PM,5,1,4:18:55 PM,5,1,4:48:58 PM,16,26.1,,-1.2156006,36.8916865,-1.3285517,36.9018,Rider_Id_101,1803
Order_No_7827,User_Id_3291,Bike,3,Business,6,2,11:23:01 AM,6,2,11:24:03 AM,6,2,11:29:25 AM,6,2,11:54:30 AM,6,2,12:07:43 PM,5,24.8,,-1.2628473,36.781805,-1.2600926,36.8088685,Rider_Id_519,793
Order_No_9550,User_Id_3734,Bike,3,Personal,23,7,3:59:54 PM,23,7,4:01:02 PM,23,7,4:14:11 PM,23,7,4:19:10 PM,23,7,4:48:13 PM,12,25,,-1.2809510,36.7990799,-1.2235201,36.8020608,Rider_Id_920,1743
Order_No_744,User_Id_1861,Bike,1,Personal,16,4,11:34:15 AM,16,4,11:37:00 AM,16,4,12:14:30 PM,16,4,12:23:50 PM,16,4,1:01:58 PM,11,14.7,,-1.2311903,36.8102105,-1.2802618,36.8191684,Rider_Id_213,2288
Order_No_15349,User_Id_635,Bike,3,Business,21,4,4:43:47 PM,21,4,4:44:45 PM,21,4,4:47:40 PM,21,4,4:58:58 PM,21,4,5:13:24 PM,6,28.6,,-1.2602337,36.7990548,-1.2556108,36.8400444,Rider_Id_709,866
Order_No_12082,User_Id_1304,Bike,3,Business,28,4,2:45:45 PM,28,4,2:47:08 PM,28,4,2:57:27 PM,28,4,3:02:16 PM,28,4,3:23:30 PM,8,,,-1.2551895,36.7822034,-1.2883346,36.8148489,Rider_Id_427,1274
Order_No_13528,User_Id_863,Bike,3,Personal,3,5,10:36:05 AM,3,5,10:37:43 AM,3,5,10:47:45 AM,3,5,10:50:53 AM,3,5,11:04:30 AM,5,,,-1.2945684,36.8154093,-1.2963097,36.7688221,Rider_Id_205,817
Order_No_3896,User_Id_2801,Bike,3,Business,27,1,12:14:14 PM,27,1,12:14:59 PM,27,1,12:48:46 PM,27,1,12:56:24 PM,27,1,1:38:04 PM,9,21,,-1.2674274,36.7870827,-1.2948690,36.815327,Rider_Id_155,2500
Order_No_15307,User_Id_693,Bike,2,Personal,15,1,8:38:40 AM,15,1,8:39:19 AM,15,1,8:51:17 AM,15,1,8:58:02 AM,15,1,9:08:10 AM,5,,,-1.2384447,36.7919924,-1.2580991,36.7941519,Rider_Id_453,608
Order_No_28065,User_Id_510,Bike,3,Business,21,5,11:08:39 AM,21,5,11:20:40 AM,21,5,11:50:55 AM,21,5,11:53:01 AM,21,5,12:49:32 PM,12,22.9,,-1.3052491,36.8223899,-1.2860183,36.8975338,Rider_Id_31,3391
Order_No_27038,User_Id_2216,Bike,3,Business,1,1,1:15:27 PM,1,1,1:15:42 PM,1,1,1:21:58 PM,1,1,1:39:56 PM,1,1,2:06:10 PM,8,25.4,,-1.2551895,36.7822034,-1.3038156,36.8122733,Rider_Id_731,1574
Order_No_13311,User_Id_503,Bike,1,Business,22,3,4:37:38 PM,22,3,4:41:52 PM,22,3,4:46:52 PM,22,3,5:14:06 PM,22,3,6:42:32 PM,27,23.1,,-1.3169591,36.7000029,-1.2859912,36.8756811,Rider_Id_86,5306
Order_No_4852,User_Id_2978,Bike,3,Business,10,1,3:53:03 PM,10,1,3:53:26 PM,10,1,4:00:58 PM,10,1,4:05:36 PM,10,1,4:16:46 PM,4,18.7,,-1.2551895,36.7822034,-1.2761764,36.8016961,Rider_Id_881,670
Order_No_6712,User_Id_1687,Bike,3,Business,12,1,12:51:35 PM,12,1,12:54:40 PM,12,1,1:07:17 PM,12,1,1:11:35 PM,12,1,1:28:17 PM,6,23.8,,-1.2733004,36.7943468,-1.3014732,36.7781201,Rider_Id_519,1002
Order_No_11522,User_Id_302,Bike,3,Business,21,5,6:01:48 PM,21,5,6:09:59 PM,21,5,6:17:12 PM,21,5,6:19:51 PM,21,5,7:16:06 PM,6,25.1,,-1.2649605,36.7981777,-1.2830160,36.8019595,Rider_Id_279,3375
Order_No_23449,User_Id_3238,Bike,3,Business,7,5,2:50:58 PM,7,5,2:51:17 PM,7,5,3:03:20 PM,7,5,3:10:16 PM,7,5,4:10:41 PM,25,,,-1.3976138,36.782966,-1.2539646,36.8362426,Rider_Id_291,3625
Order_No_27072,User_Id_884,Bike,3,Personal,21,1,12:55:58 PM,21,1,12:56:29 PM,21,1,12:58:23 PM,21,1,1:08:55 PM,21,1,1:34:22 PM,19,25.3,,-1.2640571,36.7883547,-1.1855927,36.843477,Rider_Id_45,1527
Order_No_26894,User_Id_2069,Bike,3,Business,21,4,10:17:04 AM,21,4,10:17:11 AM,21,4,10:26:13 AM,21,4,10:50:47 AM,21,4,11:02:29 AM,6,28,,-1.2296618,36.8438272,-1.2289110,36.881876,Rider_Id_291,702
Order_No_13230,User_Id_2658,Bike,3,Business,1,5,3:16:10 PM,1,5,3:24:15 PM,1,5,3:51:17 PM,1,5,3:58:30 PM,1,5,5:05:24 PM,8,28.6,,-1.2885029,36.825605,-1.2963097,36.7688221,Rider_Id_88,4014
Order_No_25684,User_Id_472,Bike,3,Personal,22,5,8:35:39 AM,22,5,8:36:33 AM,22,5,8:49:38 AM,22,5,8:58:02 AM,22,5,9:49:44 AM,7,,,-1.2933930,36.790237,-1.2684319,36.8165853,Rider_Id_332,3102
Order_No_205,User_Id_1280,Bike,3,Business,3,5,3:33:53 PM,3,5,3:36:11 PM,3,5,3:46:37 PM,3,5,3:48:18 PM,3,5,4:19:10 PM,11,,,-1.2551895,36.7822034,-1.2639757,36.8602823,Rider_Id_553,1852
Order_No_24561,User_Id_53,Bike,3,Business,18,6,10:44:04 AM,18,6,10:46:52 AM,18,6,10:56:48 AM,18,6,11:15:35 AM,18,6,11:22:53 AM,4,21,,-1.2770708,36.8231093,-1.3024505,36.8243189,Rider_Id_843,438
Order_No_7203,User_Id_2411,Bike,3,Business,15,5,2:36:26 PM,15,5,2:42:14 PM,15,5,3:19:22 PM,15,5,3:23:01 PM,15,5,3:34:51 PM,6,17.9,,-1.2864995,36.812605,-1.2615888,36.7928732,Rider_Id_634,710
Order_No_16924,User_Id_2054,Bike,1,Personal,19,4,11:06:41 AM,19,4,11:10:06 AM,19,4,12:07:30 PM,19,4,12:08:37 PM,19,4,12:28:13 PM,11,20.2,,-1.3507360,36.8960004,-1.3127340,36.855414,Rider_Id_726,1176
Order_No_24027,User_Id_3689,Bike,1,Business,19,4,2:03:20 PM,19,4,2:03:51 PM,19,4,2:11:07 PM,19,4,2:20:18 PM,19,4,2:27:17 PM,2,20.4,,-1.2571472,36.7950633,-1.2527958,36.8003131,Rider_Id_100,419
Order_No_941,User_Id_2150,Bike,3,Business,11,2,4:15:41 PM,11,2,4:16:51 PM,11,2,4:22:01 PM,11,2,4:25:36 PM,11,2,5:00:04 PM,15,22.4,,-1.3444460,36.756597,-1.2657150,36.823815,Rider_Id_257,2068
Order_No_19548,User_Id_2665,Bike,3,Business,6,3,9:12:57 AM,6,3,9:15:41 AM,6,3,9:15:53 AM,6,3,9:27:10 AM,6,3,9:52:25 AM,12,17,,-1.3241728,36.7210093,-1.3021506,36.7999444,Rider_Id_515,1515
Order_No_12244,User_Id_1244,Bike,3,Business,16,3,3:52:22 PM,16,3,3:53:39 PM,16,3,4:03:50 PM,16,3,4:14:56 PM,16,3,4:31:23 PM,8,26.9,,-1.2728280,36.816608,-1.3035960,36.778378,Rider_Id_247,987
Order_No_26008,User_Id_53,Bike,3,Business,27,3,12:30:08 PM,27,3,12:31:54 PM,27,3,12:49:20 PM,27,3,1:00:47 PM,27,3,1:21:13 PM,5,26.1,,-1.3004062,36.829741,-1.2770708,36.8231093,Rider_Id_603,1226
Order_No_23748,User_Id_1207,Bike,3,Business,26,2,6:22:09 PM,26,2,6:22:36 PM,26,2,6:25:50 PM,26,2,6:29:37 PM,26,2,6:49:25 PM,12,28.4,,-1.2629666,36.8068369,-1.2351541,36.8748505,Rider_Id_178,1188
Order_No_24355,User_Id_2271,Bike,3,Business,8,5,3:18:43 PM,8,5,3:27:23 PM,8,5,3:44:17 PM,8,5,3:49:48 PM,8,5,4:15:48 PM,11,27.1,,-1.2289110,36.881876,-1.2935150,36.897607,Rider_Id_581,1560
Order_No_10397,User_Id_3698,Bike,3,Business,10,5,4:06:08 PM,10,5,4:17:58 PM,10,5,4:26:28 PM,10,5,4:31:05 PM,10,5,4:43:41 PM,7,,,-1.3244885,36.897792,-1.3190102,36.9230693,Rider_Id_377,756
Order_No_18933,User_Id_867,Bike,3,Business,7,3,2:06:40 PM,7,3,2:44:49 PM,7,3,2:55:20 PM,7,3,3:00:54 PM,7,3,3:25:24 PM,9,28.1,,-1.2574219,36.7927073,-1.3063780,36.7519845,Rider_Id_956,1470
Order_No_25955,User_Id_1271,Bike,3,Business,7,5,3:59:13 PM,7,5,3:59:33 PM,7,5,4:01:38 PM,7,5,4:25:44 PM,7,5,5:04:33 PM,23,26.8,,-1.3244885,36.897792,-1.3107918,36.761794,Rider_Id_46,2329
Order_No_16200,User_Id_393,Bike,3,Business,20,4,9:41:38 AM,20,4,10:24:14 AM,20,4,10:35:24 AM,20,4,10:43:53 AM,20,4,11:10:03 AM,11,22.4,,-1.3167113,36.8301563,-1.2574219,36.7927073,Rider_Id_931,1570
Order_No_16131,User_Id_3217,Bike,3,Business,13,3,3:43:49 PM,13,3,3:44:19 PM,13,3,3:46:30 PM,13,3,3:57:51 PM,13,3,4:45:09 PM,21,23.5,,-1.2143280,36.7911903,-1.2216291,36.9180415,Rider_Id_101,2838
Order_No_4973,User_Id_2069,Bike,3,Business,26,2,2:09:16 PM,26,2,2:09:45 PM,26,2,2:10:41 PM,26,2,2:27:40 PM,26,2,2:51:16 PM,14,31.1,,-1.3033561,36.8163631,-1.2289110,36.881876,Rider_Id_614,1416
Order_No_14123,User_Id_3573,Bike,1,Personal,3,5,3:12:11 PM,3,5,3:12:35 PM,3,5,3:32:41 PM,3,5,3:51:04 PM,3,5,4:06:12 PM,4,25.2,,-1.2738540,36.8003368,-1.2631940,36.797624,Rider_Id_795,908
Order_No_13255,User_Id_3635,Bike,1,Business,16,2,8:55:48 AM,16,2,8:56:21 AM,16,2,9:02:57 AM,16,2,9:30:46 AM,16,2,9:37:29 AM,3,,,-1.2584143,36.8048002,-1.2615888,36.7928732,Rider_Id_453,403
Order_No_16722,User_Id_867,Bike,3,Business,11,1,10:07:51 AM,11,1,10:08:18 AM,11,1,10:09:38 AM,11,1,10:42:15 AM,11,1,10:47:27 AM,10,26.8,,-1.3004062,36.829741,-1.2991441,36.7528804,Rider_Id_403,312
Order_No_11481,User_Id_2330,Bike,3,Business,30,3,11:32:55 AM,30,3,11:34:00 AM,30,3,11:52:40 AM,30,3,12:03:45 PM,30,3,12:32:19 PM,8,25.1,,-1.3015197,36.7658456,-1.3270197,36.7037303,Rider_Id_622,1714
Order_No_17946,User_Id_1246,Bike,3,Business,20,1,3:47:20 PM,20,1,3:47:53 PM,20,1,3:49:03 PM,20,1,4:16:32 PM,20,1,4:18:09 PM,2,,,-1.2571472,36.7950633,-1.2665327,36.8108799,Rider_Id_536,97
Order_No_19436,User_Id_3347,Bike,1,Personal,1,3,1:23:30 PM,1,3,1:23:40 PM,1,3,1:34:48 PM,1,3,1:40:04 PM,1,3,1:53:11 PM,3,23.9,,-1.2854406,36.789409,-1.2804670,36.7859296,Rider_Id_465,787
Order_No_7800,User_Id_391,Bike,3,Business,2,2,10:21:06 AM,2,2,10:27:54 AM,2,2,10:43:54 AM,2,2,11:24:35 AM,2,2,11:47:06 AM,5,26.4,,-1.3009210,36.828195,-1.2784063,36.8222933,Rider_Id_668,1351
Order_No_22409,User_Id_868,Bike,3,Business,14,5,3:52:59 PM,14,5,3:53:30 PM,14,5,4:06:56 PM,14,5,4:15:13 PM,14,5,4:22:48 PM,3,23.2,,-1.2783849,36.8163445,-1.2663631,36.8163329,Rider_Id_462,455
Order_No_22100,User_Id_3606,Bike,3,Business,1,4,4:03:37 PM,1,4,4:04:25 PM,1,4,4:08:45 PM,1,4,4:13:44 PM,1,4,4:25:28 PM,5,,,-1.2628638,36.8070399,-1.2565220,36.7864132,Rider_Id_647,704
Order_No_24005,User_Id_306,Bike,1,Personal,5,7,3:24:48 PM,5,7,3:32:51 PM,5,7,3:48:38 PM,5,7,3:52:33 PM,5,7,4:11:25 PM,8,21.1,,-1.3159197,36.8516724,-1.3086326,36.8080886,Rider_Id_890,1132
Order_No_28099,User_Id_3686,Bike,3,Business,12,2,11:00:18 AM,12,2,11:00:52 AM,12,2,12:40:11 PM,12,2,12:42:51 PM,12,2,1:01:09 PM,7,28,,-1.2551895,36.7822034,-1.2885417,36.8100523,Rider_Id_268,1098
Order_No_5470,User_Id_3214,Bike,3,Business,13,2,10:21:14 AM,13,2,10:32:29 AM,13,2,10:45:06 AM,13,2,10:50:42 AM,13,2,11:19:00 AM,11,22.4,,-1.3082310,36.857306,-1.2604408,36.8206328,Rider_Id_675,1698
Order_No_24443,User_Id_496,Bike,3,Business,7,2,10:12:40 AM,7,2,10:13:13 AM,7,2,11:00:24 AM,7,2,11:29:45 AM,7,2,12:10:27 PM,22,,,-1.2571472,36.7950633,-1.3741630,36.913444,Rider_Id_520,2442
Order_No_13088,User_Id_1651,Bike,3,Business,31,5,10:55:48 AM,31,5,10:56:28 AM,31,5,11:11:24 AM,31,5,11:15:21 AM,31,5,11:49:36 AM,21,21.9,,-1.3562374,36.9042954,-1.2551895,36.7822034,Rider_Id_96,2055
Order_No_10007,User_Id_302,Bike,3,Business,17,4,7:49:23 PM,17,4,7:49:40 PM,17,4,7:55:39 PM,17,4,8:09:18 PM,17,4,8:19:29 PM,7,22.6,,-1.2649605,36.7981777,-1.2996632,36.789841,Rider_Id_801,611
Order_No_2642,User_Id_1271,Bike,3,Business,18,2,1:57:14 PM,18,2,1:57:19 PM,18,2,2:02:28 PM,18,2,2:05:58 PM,18,2,2:39:18 PM,24,25.8,,-1.3244885,36.897792,-1.3108386,36.7555239,Rider_Id_675,2000
Order_No_4547,User_Id_1209,Bike,3,Business,25,5,1:53:01 PM,25,5,1:53:21 PM,25,5,2:07:36 PM,25,5,2:16:52 PM,25,5,2:43:01 PM,9,29.1,,-1.2574219,36.7927073,-1.3004062,36.829741,Rider_Id_238,1569
Order_No_21016,User_Id_2523,Bike,3,Business,11,1,10:43:38 AM,11,1,10:44:06 AM,11,1,10:48:45 AM,11,1,10:54:50 AM,11,1,11:08:44 AM,4,26.6,,-1.2551895,36.7822034,-1.2754343,36.8127158,Rider_Id_520,834
Order_No_25695,User_Id_2701,Bike,3,Business,22,2,12:12:49 PM,22,2,12:32:32 PM,22,2,1:07:06 PM,22,2,1:11:19 PM,22,2,1:32:31 PM,10,24.2,,-1.2283403,36.8822756,-1.2765736,36.8513646,Rider_Id_870,1272
Order_No_21750,User_Id_1961,Bike,3,Business,30,2,3:07:23 PM,30,2,3:12:58 PM,30,2,3:50:59 PM,30,2,4:01:21 PM,30,2,4:20:37 PM,8,,,-1.3444460,36.756597,-1.3181159,36.7101559,Rider_Id_864,1156
Order_No_12051,User_Id_517,Bike,3,Business,8,6,10:15:01 AM,8,6,10:18:48 AM,8,6,10:20:19 AM,8,6,10:31:03 AM,8,6,10:50:01 AM,11,17,3.9,-1.3228003,36.8306435,-1.2638185,36.7930057,Rider_Id_211,1138
Order_No_4197,User_Id_1668,Bike,3,Personal,4,4,4:49:13 PM,4,4,4:49:24 PM,4,4,4:58:05 PM,4,4,5:04:18 PM,4,4,5:30:39 PM,8,,,-1.2987976,36.829477,-1.2551895,36.7822034,Rider_Id_532,1581
Order_No_20355,User_Id_3221,Bike,3,Business,11,4,10:11:54 AM,11,4,10:12:03 AM,11,4,10:16:34 AM,11,4,10:27:19 AM,11,4,11:14:31 AM,5,18.3,,-1.2764851,36.8007126,-1.2551895,36.7822034,Rider_Id_345,2832
